Experiment Name,Specimen Name,Well Name,Record Date,$OP,GUID,All Events #Events,All Events %Parent,whole population #Events,whole population %Parent,singlet #Events,singlet %Parent,FITC #Events,FITC %Parent
20240610_KWTITER,plate_4,G8,6/10/24 18:34,Phillips ,3a407e46-9573-4b30-9b8c-0a5953a54d15 ,20888,,10254,49.1,10000,97.5,14,0.1
20240610_KWTITER,plate_4,H1,6/10/24 18:34,Phillips ,a450eb26-65b6-4039-bfe6-1c0cdd0f1c56 ,22916,,10317,45,10000,96.9,22,0.2
20240610_KWTITER,plate_4,H2,6/10/24 18:34,Phillips ,21b3c526-70f2-47df-9ee5-1d2eb38a8ea8 ,21346,,10267,48.1,10000,97.4,12,0.1
20240610_KWTITER,plate_4,H3,6/10/24 18:35,Phillips ,5ab4233b-d2e7-48d7-87bf-0d3cc8562977 ,20303,,10327,50.9,10000,96.8,21,0.2
20240610_KWTITER,plate_4,H4,6/10/24 18:35,Phillips ,4d0e20b1-35ea-46e0-8ca8-4cc443b3827f ,21968,,10287,46.8,10000,97.2,18,0.2
20240610_KWTITER,plate_4,H5,6/10/24 18:35,Phillips ,37d281cb-5284-4992-8a9d-980ce8061de6 ,23006,,10283,44.7,10000,97.2,24,0.2
20240610_KWTITER,plate_4,H6,6/10/24 18:36,Phillips ,494ebbd3-5bb6-41d1-99c8-22244360b7dc ,20818,,10305,49.5,10000,97,16,0.2
20240610_KWTITER,plate_4,H7,6/10/24 18:36,Phillips ,33eb883c-3c49-4fe2-941d-4aad645029f5 ,19710,,10350,52.5,10000,96.6,15,0.2
20240610_KWTITER,plate_4,H8,6/10/24 18:36,Phillips ,2fd2dfd6-418e-4ec1-bafa-046e56c31583 ,21882,,10347,47.3,10000,96.6,11,0.1
20240610_KWTITER,plate_4,A9,6/10/24 18:37,Phillips ,c7f2646d-e3fb-4e3a-bef1-dde31b55f789 ,17961,,10541,58.7,10000,94.9,150,1.5
20240610_KWTITER,plate_4,B9,6/10/24 18:37,Phillips ,9f982c49-7dcf-42cd-9b8a-e187ecc933e5 ,19430,,10318,53.1,10000,96.9,39,0.4
20240610_KWTITER,plate_4,C9,6/10/24 18:38,Phillips ,71b9f4bc-2f1e-418c-a3a3-7a4c200797a5 ,19109,,10301,53.9,10000,97.1,21,0.2
20240610_KWTITER,plate_4,D9,6/10/24 18:38,Phillips ,da129307-9347-40db-a90d-a4dd613862aa ,20242,,10265,50.7,10000,97.4,17,0.2
20240610_KWTITER,plate_4,E9,6/10/24 18:38,Phillips ,c3a9947d-82a8-4ca1-a6d8-66bf2547fa7b ,17435,,10361,59.4,10000,96.5,141,1.4
20240610_KWTITER,plate_4,F9,6/10/24 18:39,Phillips ,17a618bf-9f1c-46da-861a-8ab85298941b ,21143,,10308,48.8,10000,97,39,0.4
20240610_KWTITER,plate_4,G9,6/10/24 18:39,Phillips ,742c28aa-2134-44b2-ab2c-185d32b06f27 ,21115,,10285,48.7,10000,97.2,23,0.2
20240610_KWTITER,plate_4,H9,6/10/24 18:39,Phillips ,fba9a1f9-45f2-4787-a97a-138a366147ea ,19619,,10344,52.7,10000,96.7,18,0.2
20240610_KWTITER,plate_4,A10,6/10/24 18:40,Phillips ,1864ee9a-d0d7-4571-857e-dba8c2cbe02f ,5096,,1501,29.5,1473,98.1,35,2.4
20240610_KWTITER,plate_4,B10,6/10/24 18:40,Phillips ,59fc8543-1e99-40c8-9837-c066dc8d1044 ,19743,,5771,29.2,5553,96.2,57,1
20240610_KWTITER,plate_4,C10,6/10/24 18:40,Phillips ,e918f7ae-a6d1-4de0-acf6-a31dd4ebc2a5 ,17265,,10419,60.3,10000,96,23,0.2
20240610_KWTITER,plate_4,D10,6/10/24 18:41,Phillips ,e9caa6f8-350c-49e1-b1a4-00c072dd672e ,16903,,10372,61.4,10000,96.4,10,0.1
20240610_KWTITER,plate_4,E10,6/10/24 18:41,Phillips ,95db62b0-81b9-4ab8-8f31-d5143590334c ,7787,,2326,29.9,2257,97,24,1.1
20240610_KWTITER,plate_4,F10,6/10/24 18:42,Phillips ,0ff57250-451d-45fb-9b79-23e2fd4e6469 ,23376,,7153,30.6,6938,97,83,1.2
20240610_KWTITER,plate_4,G10,6/10/24 18:42,Phillips ,c4feb8da-d89f-439a-ad36-97ef8b7c77ae ,17655,,10373,58.8,10000,96.4,30,0.3
20240610_KWTITER,plate_4,H10,6/10/24 18:42,Phillips ,5ae36ab7-4339-4286-9280-15274e0c8c99 ,17434,,10385,59.6,10000,96.3,15,0.2
20240610_KWTITER,plate_4,A11,6/10/24 18:42,Phillips ,66590d55-9be4-4e57-9edc-b821c4239f23 ,17289,,10521,60.9,10000,95,23,0.2
20240610_KWTITER,plate_4,B11,6/10/24 18:43,Phillips ,ad27c76d-6324-4e6a-9e1c-316c93002b6d ,18234,,10420,57.1,10000,96,23,0.2
20240610_KWTITER,plate_4,C11,6/10/24 18:43,Phillips ,1fbccffb-85d4-4a8c-8aad-2e4a94ee965a ,17431,,10447,59.9,10000,95.7,9,0.1
20240610_KWTITER,plate_4,D11,6/10/24 18:43,Phillips ,983928e6-a3b4-4792-bed0-1e3e0829902d ,17477,,10505,60.1,10000,95.2,10,0.1
20240610_KWTITER,plate_4,E11,6/10/24 18:44,Phillips ,fb13dc62-8a57-441d-be62-fd5ae328117e ,18782,,10509,56,10000,95.2,25,0.3
20240610_KWTITER,plate_4,F11,6/10/24 18:44,Phillips ,d4e91f3c-3fda-416b-bdd3-ef25b67efe5d ,18458,,10425,56.5,10000,95.9,14,0.1
20240610_KWTITER,plate_4,G11,6/10/24 18:44,Phillips ,71dcb73a-eba5-46a4-a622-fcaa50227720 ,18956,,10429,55,10000,95.9,9,0.1
20240610_KWTITER,plate_4,H11,6/10/24 18:44,Phillips ,89a06e1d-602d-4cee-90db-b7894215b491 ,18132,,10311,56.9,10000,97,14,0.1
20240610_KWTITER,plate_4,A12,6/10/24 18:45,Phillips ,a1eff0a4-cc7b-424c-acba-6284636d0dfd ,17937,,10432,58.2,10000,95.9,24,0.2
20240610_KWTITER,plate_4,B12,6/10/24 18:45,Phillips ,46d616de-bae2-4b72-a304-2891b7b09647 ,18088,,10497,58,10000,95.3,11,0.1
20240610_KWTITER,plate_4,C12,6/10/24 18:46,Phillips ,d121c63f-3491-4d24-9bbb-717b6f1cb534 ,2141,,1153,53.9,1116,96.8,1,0.1
20240610_KWTITER,plate_4,D12,6/10/24 18:46,Phillips ,daa899cb-6e66-4ebe-9d42-09cc86d7714e ,19093,,10551,55.3,10000,94.8,16,0.2
